Guest_country,Room_info,Nights_stayed,Date of stay,Travel_type,Review,Grade,Title,Negative,Positive,Facilities
United Kingdom,Superior Double Room,2  ,October 2020,Solo traveler, The bed wasn't the most comfortable and the parking situation wasn't fully explained before booking. It's an additional £14 per night (after the discount) so it cost an extra £42. Not something I found welcoming!,6.0,Beware of parking charges!,1,0,bed|comfort|parking|
United Kingdom,Superior Double Room,1  ,September 2020,Solo traveler, N:S,10.0,My strategic location,1,0,
United Kingdom,Superior Double Room,1  ,September 2020,Solo traveler, B/S,10.0,One of my favourite hotels,1,0,
United Kingdom,Superior Double Room,1  ,October 2020,Solo traveler, B/A,10.0,Perfect location,1,0,
United Kingdom,Superior Double Room,1  ,October 2020,Couple," The hotel was booked for my partners birthday. As the hotel is 4* I was looking for a nice hotel especially as we would be back at the room for 10 due to lockdown restrictions. The hotel is very basic, premier inn type rooms. Clean but very basic and not very big.",4.0,Basic but clean,1,0,dirty|
United Kingdom,Superior Twin Room,2  ,October 2020,Group," We asked for fresh towels and for the coffee and tea tray to be replenished but no cups or spoons left. No spare cups in the room, no water, so could be even have a coffee this morning. Was a little bit like a travel lodge with single beds on wheels. No instructions for the pod coffee machine. Fridge wasn’t even plugged in when we arrived. The cream Chair at the table needed replacing. Not enough sockets.",6.0,Great location but hotel is tired,1,0,bathroom|drink|dirty|bed|location|
United Kingdom,Superior Twin Room,1  ,October 2020,Family, Room and breakfast very average,6.0,Room smelled like cigarettes,1,0,food|
United Kingdom,Executive Double Room,1  ,October 2020,Couple, Don’t think there was anything,10.0,Exceptional,1,0,
United Kingdom,Superior Double Room,1  ,September 2020,Couple, Breakfast,10.0,Exceptional,1,0,food|
United Kingdom,Superior Double Room,1  ,October 2020,Couple," Dated. Furniture was dented. Bedside cabinets not   the same. Bed creaked. 
Shower pressure low. Tap on basin was awkward to use.",5.0,Fair,1,0,bed|bathroom|
United Kingdom,Executive Triple Room,1  ,September 2020,Group," Things falling apart - handrail in the lift, tatty, tired bathroom. Small coffee pods but no milk. No tea. Really disappointing breakfast.",4.0,Disappointed with Park Plaza,1,0,bathroom|drink|food|
United Kingdom,Superior Double Room,1  ,September 2020,Couple," Everything old and outdated. Chipped tiles in bathroom, stained carpet in bedroom, leather look chairs in restaurant had holes in them, tables scratched. Breakfast, we expected full English we certainly didn’t think we paid for bacon or egg sandwich, but the pack that was put together was better than we thought, the coffee that we got was cold.",3.0,Needs some money spending on it,1,0,bathroom|restaurant|location|food|price|drink|
United Kingdom,Superior Twin Room,1  ,September 2020,Group, The beds was the worst I've slept on,2.0,Not good,1,0,bed|
United Kingdom,Superior Double Room,1  ,September 2020,Couple," Air conditioning don’t work straight, bed making noise, mattress not comfortable breaking curtains, not all lights works not  great for a 4 stars hotel I guess...",5.0,Disappointing,1,0,temperature|bed|noisiness|comfort|
United Kingdom,Superior Double Room,1  ,August 2020,Couple," Felt the hotel was using Covid 19 to reduce services i.e. making room up, Tea and coffee was provided but no cups! The amount of packaging produced  just for breakfast",5.0,OK but no warmth!,1,0,covid|staff|drink|food|
United Kingdom,Superior Twin Room,1  ,August 2020,Family, Room was tired and quite a large stain in the carpet in front of the bathroom door!!,6.0,Last minute booking,1,0,bathroom|
United Kingdom,Superior Twin Room,1  ,September 2020,Group, Very clean covid  safe,10.0,Exceptional,1,0,dirty|covid|
United Kingdom,Superior Double Room,1  ,September 2020,Couple, Nothing,10.0,Exceptional,1,0,
United Kingdom,Superior Double Room,1  ,August 2020,Group, The only issue is the car parking but apart from that everything else was fine. :),6.0,Pleasant,1,0,parking|
United Kingdom,Superior Double Room,1  ,September 2020,Group," Superior room was very dated and needed a lick of paint, water took an age to get hot in bathroom.",6.0,"Good price, great location, room not so great.",1,0,dirty|bathroom|
United Kingdom,Superior Twin Room,1  ,September 2020,Solo traveler, The shower/bath did not work properly.  Decor of the room was distasteful.  Not as clean as I would expect/hope for.,4.0,Would not book Park Plaza again,1,0,bathroom|comfort|dirty|
United Kingdom,Superior Double Room,1  ,September 2020,Couple, Theres nothing I didn't like about this hotel and would stay here again without hesitation,10.0,Exceptional,1,0,
United Kingdom,Superior Twin Room,2  ,September 2020,Couple," Room/Hotel has no doubt seen better days, I have stayed in Park Plaza worldwide and this is probably the most dated. 
Just needs a face lift in rooms.",5.0,"Good locations, Noisy Neighbours in next room.",1,0,
United Kingdom,Superior Double Room,1  ,September 2020,Solo traveler, If it wasn't for covid restrictions would hVe been better but all giid,10.0,Very central and good,1,0,covid|
United Kingdom,Superior Double Room,1  ,September 2020,Solo traveler," The bed wasn't very comfortable, you can feel the springs. The sheets, the pillows and the duvet were all perfect super comfy. But the mattress itself was lumpy and could feel the springs.
There was screaming coming from the floor above and I am aware it a hotel it wasn't the usual (nookie noises) it sound like fighting and some one was been hurt. This was at 2am I made a call to operator.
The room was just a little tatty, chipped paint, dirty smears on walls/paint.",6.0,"Great value, but could do a little better.",1,0,bed|comfort|noisiness|dirty|
United Kingdom,Executive Double Room,1  ,September 2020,Solo traveler, Dirty room.carpet covered in a thick film of dust. Room very disappointing,3.0,Poor,1,0,dirty|
United Kingdom,Executive Double Room,1  ,September 2020,Solo traveler," Room was dusty and carpet filthy. Not sure why it's called exec room, as no extras given. Not even a mini fridge. Poor service all round",3.0,Poor,1,0,dirty|staff|
United Kingdom,Superior Twin Room,1  ,September 2020,Couple," Bits of the shower fell off, scratches on the doors, pubes in the bath, tv very slow to respond to the remote. Bit grotty looking really. I would expect a higher priced “superior”room to be, well, more superior I suppose. Was never told where to park, so ended up parking in a nearby multi storey.",6.0,Born of frustration,1,0,bathroom|tv|location|price|parking|
United Kingdom,Superior Double Room,1  ,September 2020,Couple, A bit more knowledge of parking before I set off there maybe was I just didn’t look,10.0,Excellent would definitely stay again,1,0,parking|
United Kingdom,Superior Double Room,2  ,September 2020,Solo traveler, Main bar/lounge and dining area closed. Would not have booked if known as food was not available.,5.0,Hotel has cut back too much blaming corona.,1,0,drink|restaurant|location|food|
United Kingdom,Superior Twin Room,2  ,September 2020,Family, No drinking water provided for coffee machines.  Very noisy toilet cistern which kept waking me up.,4.0,Will go to another hotel on my next trip,1,0,drink|dirty|bathroom|noisiness|
United Kingdom,Superior Double Room,1  ,September 2020,Couple," The room was far for clean, there was a eyelash extension in the bed sheets that was not from us! There was some sort of white fluff on the carpet, there was chewing gum stuck to the side of the bed frame with hairs in it, one of the chairs was basically falling apart and the other which was leather had sticky drink marks form the previous people that had been in the room and clearly not been cleaned! To say the circumstance we are in with COVID-19 I really did expect more and was really disappointed in our stay",4.0,Not great really disappointed,1,0,dirty|bed|drink|covid|
United Kingdom,Executive Triple Room,2  ,September 2020,Group, settee was filthy,4.0,Disappointing,1,0,dirty|
Cayman Islands,Superior Twin Room,13  ,September 2020,Family, We had to change rooms twice.  The final room was on the 19th floor and had been renovated.  It was modern and clean.  The rooms on the lower floors are older and do not deserve 4 stars.,6.0,Pleasant,1,0,comfort|dirty|
United Kingdom,Executive Double Room,1  ,September 2020,Couple, Our room had an ironing board but no iron,10.0,Brilliant hotel,1,0,
United Kingdom,Superior Double Room,2  ,September 2020,Couple, Everything,10.0,Exceptional,1,0,
United Kingdom,Superior Double Room,1  ,September 2020,Solo traveler, Price of the drinks at the hotel bar very expensive,10.0,Absolutely fantastic,1,0,price|drink|restaurant|
United Kingdom,Superior Double Room,1  ,September 2020,Couple, Loved all of it,10.0,Brilliant place to stay,1,0,
United Kingdom,Superior Double Room,1  ,September 2020,Group, Staff was very good had a lots better not a welcoming  atmosphere,6.0,Pleasant,1,0,staff|
United Kingdom,Superior Double Room,1  ,September 2020,Couple, The bathroom was mouldy and it just didn’t feel very clean. The receptionist was a bit rude and abrupt which made us feel like an inconvenience rather than an important guest at the hotel. Very basic for the price we paid.,5.0,Great location but that’s about it,1,0,bathroom|dirty|staff|price|
United Kingdom,Superior Double Room,2  ,September 2020,Couple, Could have been slightly more clean. But nevertheless it was great to stay,10.0,Excellent location,1,0,dirty|
United Kingdom,Superior Double Room,1  ,September 2020,Couple," No parking, beds very uncomfortable, had we been there longer than one night this would have been a problem",6.0,Pleasant,1,0,parking|bed|
United Kingdom,Superior Double Room,1  ,September 2020,Couple, room 2001 has screws protruding from side of bath panel and mirror against shower wall degrading along lower edge,5.0,tired,1,0,bathroom|
United Kingdom,Superior Double Room,1  ,September 2020,Group, The walls are very thin although it says they are sound proof! Rooms are a little dated and the Fridge didn’t work.,5.0,Great location,1,0,noisiness|
United Kingdom,Superior Double Room,1  ,September 2020,Couple, the room was so dusty and the bathroom looked like it hadnt been cleaned in days floor didnt look like it had be hoovered and the room had a bad smell to it,3.0,not worth the money,1,0,bathroom|
United Kingdom,Superior Double Room,2  ,September 2020,Couple," The hotel is looking tired, rundown & dated. Could hear neighbours. The rooms were a lot more basic in furnishings than anticipated.",5.0,Brilliant location for city centre adventures but don’t expect any luxuries.,1,0,
United Kingdom,Executive Triple Room,1  ,September 2020,Group," There wasn’t any black out curtains so the sun was shining in the windows. 
There was a very strong small of cannabis on the 8th floor we told the staff and they said there was nothing the could do. This is illegal and made our experience uncomfortable.",3.0,I wasn’t happy with the stay for all of the above reasons,1,0,staff|
United Kingdom,Superior Double Room,1  ,September 2020,Couple," Everything!! Old, worn out and grubby!",1.0,Bad,1,0,
United Kingdom,Superior Double Room,1  ,September 2020,Couple, Our room backed onto the loft so it was very noisy. The pillows were awful!,6.0,Good central location,1,0,noisiness|bed|
United Kingdom,Superior Double Room,1  ,September 2020,Couple, nothing,10.0,Was amazing definitely wil stay again and recommend,1,0,
United Kingdom,Superior Double Room,1  ,September 2020,Solo traveler," Breakfast, restricted choice because of Covid but the full English was absolutely tasteless and the coffee awful.",6.0,Great location and staff. Old fashioned tired decor in bedrooms and breakfast absolutely dire!!,1,0,food|covid|drink|
United Kingdom,Superior Double Room,1  ,August 2020,Couple, There was a green light in the room which made you feel like you were on an alien planet.,10.0,Fab overnight stay in the city center,1,0,
United Kingdom,Superior Double Room,1  ,September 2020,Solo traveler," Although my room was classed as ‘superior’ it was very basic & in need of refurbishment. Also the cocktail bar was closed, and there was almost a fight in the ground floor bar, at around midnight.",4.0,"Very disappointed in my stay, and probably won’t return.",1,0,food|drink|restaurant|location|
United Kingdom,Superior Twin Room,1  ,September 2020,Group, Frosted glass door in the bathroom,10.0,Stay action trip,1,0,bathroom|
United Kingdom,Superior Double Room,2  ,September 2020,Couple, The room wasn't as clean as I would expect.  Dust all over unit near tv . You can hear everything in the next room. Which kept use up most of the night. Not enough tea coffee and milk.,5.0,Fair,1,0,dirty|location|tv|drink|
United Kingdom,Executive Double Room,1  ,September 2020,Couple," It was dirty, give that we are in the COVID pandemic I would have expected it to be clean!",4.0,No Clean!,1,0,dirty|covid|
United Kingdom,Executive Double Room,1  ,August 2020,Family, Wasnt told prior to stay there were no eating or drinking facilities available or that it was card only,6.0,Pleasant,1,0,drink|
United Kingdom,Superior Double Room,1  ,September 2020,Couple, Nothing...all good,10.0,Exceptional,1,0,
United Kingdom,Superior Double Room,2  ,September 2020,Couple," Bed and pillows uncomfortable, noisy aircon and window was broken so wouldn’t open.",5.0,Fair,1,0,bed|noisiness|
United Kingdom,Superior Double Room,1  ,September 2020,Group, The room was not worth the value of money paid. I booked for an apartment but only to find a single room not as good as hotels in the area have stayed in the past which are way cheaper,4.0,Excellent location but the room not worth the price,1,0,price|location|
United Kingdom,Executive Double Room,2  ,September 2020,Couple," The decor is the room that I paid nearly £100 a night for was very outdated, the carpet looks like something from the 1900’s, and i am pretty sure my 80 year old nan owns the same sofa and chair that were in the room. That’s all just the decor needs updating, if no where else then definitely the executive rooms.",6.0,Fun,1,0,comfort|price|bed|
United Kingdom,Superior Double Room,1  ,September 2020,Couple," Absolutely awful and not worth money.
Will stay somewhere else",2.0,Very Poor,1,0,price|
United Kingdom,Superior Double Room,1  ,September 2020,Couple," Very slow bar and reception service with poor attitude 
Very slow lifts 
I recognise the current covid issues but these were very slow despite us acknowledging that 
Very slow breakfast service at the 11am sitting resulting in us and other guests being locked out of our rooms at the checkout time of 12",4.0,Disappointed,1,0,drink|restaurant|staff|covid|food|
United Kingdom,Superior Double Room,1  ,September 2020,Couple," Breakfast service wasn’t great. Took about 30 mins to take our hot food order ( we didn’t have a cold option to start with). Asked what we would like for breakfast and when it arrived it wasn’t what we had ordered. Didn’t complain because the staff were never really around. 
Also bathroom mirrors and frosted doors not cleaned. When steamed up by the shower it revealed where other people had wrote on them.",5.0,Average,1,0,food|staff|drink|bathroom|
United Kingdom,Superior Double Room,1  ,September 2020,Couple, Room wasn’t very clean. Mirror and was dirty. Tv didn’t work and the hairdryer in the bathroom was broken,6.0,It was ok,1,0,dirty|tv|bathroom|
United Kingdom,Superior Double Room,2  ,September 2020,Couple, Nothing,10.0,"Perfect for bars, restaurants and shops",1,0,
United Kingdom,Superior Double Room,1  ,September 2020,Couple, The whole stay,1.0,Rubbish!,1,0,
United Kingdom,Executive Double Room,2  ,September 2020,Couple," Damages to room before we arrived, we were offered to swap rooms so that is fine but the damages didn’t affect our stay that much so it didn’t seem worth swapping. Water pressure for bath and shower was very poor.",6.0,Pleasant,1,0,dirty|bathroom|
United Kingdom,Superior Double Room,1  ,September 2020,Solo traveler," This time the tv wasn’t working, but it was fixed.
The bed was the noisiest I’ve slept on ...
The shower screen didn’t fit very well so it made an awful noise when you moved it.",6.0,Noisy bed!!,1,0,tv|bed|bathroom|noisiness|
United Kingdom,Superior Double Room,1  ,September 2020,Couple, The room was a bit dull. No thrills,5.0,It will do,1,0,
United Kingdom,Executive Double Room,1  ,August 2020,Couple, Receptionist was poor like they didn’t want to be there very surly.The  breakfast was poor why you can’t open the restaurant many have done pubs have reopened and are doing great I think companies are using it has excuses to cut services,6.0,Ok but easy forgettable expected a better experience,1,0,food|restaurant|staff|
United Kingdom,Superior Double Room,1  ,August 2020,Couple," I was very disappointed when my partner arrived to check in, check in was from 2pm I wasn’t told otherwise despite phoning the hotel at 3.30pm, he arrived to check in at 4.55pm to be told the room wasn’t ready and he had to wait till 5.45pm! 
We wasn’t offered anything for our inconvenience not even a late check out, the staff wasn’t apologetic in the slightest!
My partner was offered a half price drink afterwards at the bar which he ended up paying full price for anyway. 
Very very disappointing!",4.0,Disappointing,1,0,staff|price|drink|restaurant|
United Kingdom,Superior Double Room,2  ,August 2020,Family," When booking it I asked to have a birthday plate for my mum as a birthday get away. The day we checked in we turned up 1.30 was told we can't check in before 2 told to wait in the lobby. Which was fine however there were tea & coffee on the side and I Asked if I can make one as we were tired from traveling was told we have to use the tea in our rooms due to corona which made no sense as it's the same as eating in the restaurant. When we checked in i asked about the birthday plate was reassured I can have it. I also asked for extra towels as we traveled from London so didn't want to use the same towels in the evening and extra hot chocolate packets. They said it's fine will send it to our room later. Checked in no iron had to ask for one. Hair dryer wasn't working. We went out and then came back late to our room and they wasn't no towels or hot chocolate. I called up and then the guy was huffing and told me we can't have any bath towels extra I said I asked when we checked in and was told it was ok. Then he said we can't have any hot chocolate or tea bags because the cupboard is locked can only have milk &coffee. Very disappointed I said to him I have paid over £100 for this isn't any small holiday in or local hostel im staying at it's a well known hotel in London which I have stayed at many times. Then he turns up to the door with 2face towels, 10sugar packets, 1tea bag, 1hot choclate. I was extremely disappointed and tired needed a shower & l told him please ensure we get fresh bath towels for both of us tomorrow. Next day I rang to ask why we haven't had the birthday plate and then told the receptionist due to corona they can't bring the plate up to the room I then challenged it saying it's the same thing if I eat in the restaurant the chef will still prepare it and I'll be eating it's actually much safer as in my room there isn't any people by at the restaurant there more people around...",1.0,Bad,1,0,food|drink|restaurant|bathroom|price|
United Kingdom,Executive Double Room,1  ,August 2020,Family, Reception staff room hotel itself environment health need to be called in as it was dirty as hell,1.0,Bad stay terrible staff and the place needs closing,1,0,staff|dirty|
United Kingdom,Executive Double Room,1  ,September 2020,Couple," Poor information given by staff on parking and told to park on the wrong car park costing £23 for the night. Executive room was 2 single beds put together and one was higher than the other.
No cups in the room for the very minimal coffee/tea facilities.
Bar not open
Breakfast is a bacon roll you collect in a paper bag.
I had booked to stay there again but this has been changed.",3.0,Won’t be staying there again,1,0,staff|parking|bed|drink|restaurant|food|
United Kingdom,Superior Double Room,2  ,August 2020,Couple," We were not told the room we were assigned was designed for disabled customers (room 1411), otherwise I would've preferred a regular room - the sink was too low for us and it bathroom was a wet room (as you would expect for a disabled friendly room). We were not told.
There should be a mirror by the door instead of only in the bathroom.
It would be nice to have an actually queen bed instead of pushing two single beds together. Me and my wife couldn't even sleep next to each other because we were sinking down the middle - we had to sleep as if we had our own individual single beds
The hotel was advertised to have parking. In actual fact, there was an independent car park they were associated with which means they do not have parking - so they shouldn't advertise the hotel as if it is their own.
Rooms look so outdated! We were staying in leeds to celebrate our wedding anniversary and nothing about the hotel felt special at all.",5.0,"Only good thing was the entrance foyer and location - otherwise, it was below par",1,0,staff|bathroom|bed|parking|
United Kingdom,Superior Double Room,1  ,September 2020,Solo traveler, The tv didn't work at all. The next day cleaner banging on my door at 8am saying out I clean. I had to tell her check out is at 12.  What a joke,4.0,Disappointing,1,0,tv|dirty|
United Kingdom,Superior Double Room,1  ,September 2020,Group," My friend and I booked a room for a girls night away. If we had known the restaurant, bar and room service wouldn’t be available we wouldn’t have booked here. Our room looked as if it hadn’t had a thorough clean especially in this current climate. The bathroom door hadn’t been wiped down, the carpet hadn’t been vacuumed properly, the table tops were dusty and dirty, the furniture had marks and there were holes in the walls. Overall, the room and bathroom looked very dated. Very disappointing.",5.0,Disappointing,1,0,restaurant|drink|staff|dirty|bathroom|location|
United Kingdom,Executive Double Room,1  ,September 2020,Couple," Cleanliness, no place to eat and no bar. No option for us to have room service for food or drinks.",5.0,Perfect location friendly staff however not clean.,1,0,dirty|location|drink|restaurant|staff|food|
United Kingdom,Superior Double Room,1  ,September 2020,Couple," Hot water in the bath didn’t work, so I couldn’t have a soak.
Headboard had some stains on.
Ceiling needed painting to cover up evident water damage from the room above.",6.0,Pleasant,1,0,dirty|bathroom|
United Kingdom,Superior Double Room,1  ,August 2020,Couple, Check in I know we are in strange times but this was ridiculous and made things worse everyone queuing at the same time  no masks on and then after queuing was told the room was not ready and had to wait in the bar with everyone else surely it would make sense to stagger check in during busy weekends only giving 2 hours to sanitize the rooms is obviously not enough it made me anxious waiting with everyone else especially with no one wearing masks I shall not stay here again until after covid due to this totally unorganised,5.0,Stressful check in,1,0,drink|restaurant|covid|
United Kingdom,Superior Double Room,1  ,August 2020,Group," Check in was from 2pm. We checked in at 3.30pm had 2 rooms as we were 2 couples .  1 of our rooms wasn't ready, which was fine as we put all our bags in the room that was and due to sanitisation...we understood cleaning could take longer. We paid in full for both rooms when checking in. 
Then later in the day I got a call asking if I still required the 2nd room??? Well yes of course we do.....and we've paid for it! 
Then we came back to the hotel bar for drinks around 11.30pm. And had to explain to security why we only had 1 room card. We then got our 2nd room card after a little ordeal. 
When we went to the bar, the barman struggled to understand our order. His English wasn't the Best!! Gave us the wrong things! 
On our way to bed, i just asked the receptionist what time breakfast was......to then be told that we should have booked a breakfast slot?? Why wasn't we told this at check in?? At what point do you do this??  We got offered a 8.30am slot or 12pm. ? 
I wasn't happy as neither of these times were suitable! But more annoyed that we hadnt been told. Anyway eventually he managed to ""squeeze us in at 10.30am""  
I feel there was a breakdown in communication between reception staff And guests.   And I feel that the hotel was trying to let my allocated paid  room to someone else!! 
My brother and his wife were in room 1412 where the water cistern constantly filled up all through the night.  Not the best sleep was had by them!",5.0,Fair,1,0,dirty|price|drink|restaurant|bed|food|staff|bathroom|
United Kingdom,Superior Double Room,1  ,August 2020,Couple," We didn't appreciate the long queue we faced to check in when we arrived. The hotel should probably stagger peoples arrival time as we were able to check in from 2pm but ended up being to check in at 6pm because our room wasn't ready. Not really ideal when we wanted to go for a shop with a suitcase. 
Also as amazing as everything about this is I think the cleaners need to put a bit more attention to detail e.g skirting boards, fingers on mirror and wardrobe doors. Especially with the pandemic at the moment",10.0,Brilliant hotel!!! Just minor changes to happen,1,0,restaurant|dirty|comfort|covid|
United Kingdom,Executive Double Room,1  ,August 2020,Couple, i couldnt order espresso martini as waitress said he is to busy to make it,1.0,not nice,1,0,
United Kingdom,Superior Double Room,1  ,August 2020,Couple," Waiting for room, also thought room was very basic.",3.0,Started off poorly and did not have time to relax as we had things booked on night due to covid,1,0,
United Kingdom,Superior Double Room,1  ,August 2020,Couple, Bed rock hard and feather pilows no option for a normal pillow due to allergy,6.0,"Great for the price bed was too hard and noisy people slamming doors and shouting kept me awake alot , on a positive ful",1,0,bed|
United Kingdom,Superior Double Room,2  ,August 2020,Couple," The rooms were not 4* standard, there were bodily fluid stains on the carpet and walls. Not clean",5.4,Fair,1,0,dirty|
United Kingdom,Superior Double Room,1  ,August 2020,Couple, Nothing,10.0,Hotel was very much up to date with COVID-19 measures and felt quite safe,1,0,
United Kingdom,Superior Double Room,2  ,August 2020,Couple, There were a lot of strange people hanging around outside the entrance. Felt quite sleazy.,5.0,Fair,1,0,location|
United Kingdom,Superior Double Room,1  ,August 2020,Couple, Bathroom bedroom,5.0,Good location,1,0,bathroom|
United Kingdom,Superior Double Room,1  ,August 2020,Couple, The TV in the main living room didn't work. Nothing major,10.0,Exceptional,1,0,tv|
United Kingdom,Superior Double Room,1  ,August 2020,Couple, Congested reception area considering  we have COVID 19 around.,10.0,Exceptional,1,0,staff|location|covid|
United Kingdom,Superior Double Room,1  ,August 2020,Couple, Did not having a pass port due to covid bit of a let down when first thing I think its England why not a  a bank card be e ough .?????,1.0,Bad,1,0,covid|
United Kingdom,Superior Double Room,1  ,August 2020,Solo traveler, I wish you could get coffee’s earlier than 7.30am !,10.0,Lovely 😊,1,0,drink|
United Kingdom,Superior Twin Room,1  ,August 2020,Group," Smelt of sewerage 
No guests had masks on 
Fire alarms went off at 0100hrs no one apologised or even asked how the stay was",1.0,Last trip to park plaza,1,0,
United Kingdom,Superior Double Room,1  ,August 2020,Group," Despite Covid 19 and strict regulations, when entering one of the rooms I had booked, there were your room has been cleaned and sanitized markers all over the bathroom, however the toilet despite having a I am clean sticker on clearly had not, to then turn around and find vomit in the wash basin still, clearly the strict cleaning rules and regulations had been broken! 
Went to the reception and staff were friendly and was able to move myself and my friend to another room however only a sorry given, no offers of a complementary drink or even money knocked off or anything so very disappointed in that",2.0,Very Poor,1,0,covid|bathroom|dirty|staff|drink|price|
Australia,Superior Double Room,1  ,August 2020,Couple," In the morning when I went to pay for my over night parking, I was wearing a mask due to government guidelines about COVID, when I approached the reception desk, The woman working gave me a funny look and was trying not to laugh at me, made me feel like I was an idiot for wearing a mask, I may add she was not wearing any form of mask. This really made me feel stupid and I wasn’t going to write a review but I feel that in the current climate nobody should be made to feel stupid for protecting themselves and others by simply wearing a mask. My partner and I travel a lot but I don’t think I’ll return to this hotel.",5.0,Fair,1,0,price|parking|covid|staff|
United Kingdom,Executive Double Room,1  ,August 2020,Family," Paid for executive room the bed was two singles pushed together no room service or any amenities to that end, hairs in the bath mould in the bathroom very little tea and coffee, tv remote didn’t work, leather sofa and chair had leather hanging off them like they had been there pre war, when I walked down the stairs there was plates of food and beer glasses outside every floor, despite room service not being open nor was the restaurant and bar so god knows how long they was there",5.0,Fair,1,0,price|bed|staff|bathroom|drink|tv|location|comfort|food|restaurant|
United Kingdom,Superior Double Room,1  ,August 2020,Solo traveler, Only improvement would be wall outlets next to bed. Small matter though.,10.0,Exceptional,1,0,bed|
United Kingdom,Executive Triple Room,1  ,August 2020,Family," Room smelled of stale cigarette smoke
Receptionist on arrival was robotic and inattentive 
Furniture was tired and worn
Beds were uncomfortable 
We had just come down from another hotel stay in different city and difference was very marked. 
We were only staying one night so not major problem.",3.0,Poor,1,0,dirty|bed|location|
United Kingdom,Superior Twin Room,1  ,August 2020,Couple, Tv remote didn’t work,10.0,Absolutely amazing loved it that much I’ve booked 2 days in September,1,0,tv|location|
United Kingdom,Superior Double Room,1  ,August 2020,Solo traveler, Nothing,10.0,Perfect stop,1,0,
United Kingdom,Superior Double Room,1  ,August 2020,Couple," I stayed here 10 years ago and it was nice then, nothing has been updated since. Everything was tatty and in much need of a refurb. Room wasn't cleaned properly either despite the on going corona pandemic.",5.8,Okay,1,0,covid|
United Kingdom,Superior Double Room,2  ,August 2020,Family, Having to wait 20mins one morning for a lift. Appreciate covid safety guidelines but get 3rd lift working. Space at check in was cramped and no room to distance. Maybe better que management as it also blocked the door,6.0,Would visit again after covid,1,0,covid|
United Kingdom,Executive Triple Room,1  ,August 2020,Group, Nice staff,10.0,Exceptional,1,0,staff|
United Kingdom,Superior Twin Room,1  ,July 2020,Family," Lack of communication, if we had know the bar or restaurant was closed we would of booked elsewhere.. Paid for a full English breakfast, it was just bits of breakfast sent up to the room. Not the relaxed break we had in mind",4.0,Very disappointing,1,0,drink|restaurant|price|food|
United Kingdom,Superior Double Room,1  ,August 2020,Solo traveler," Because I had to book in late due to travel problems I was told that my booking may take up to twenty minutes for the hotels system to register and I’d have to wait for twenty mins to check into the hotel for the hotels system to register a room??!!??!. So I’d had to sit and wait in the foyer despite having a confirmed booking code I could present to the hotel. 
The room was scruffy. The bathroom had someone else’s dark hair strewn over the shower knob. Dust everywhere. Curtains heavily stained. Room was claimed to be sanitised. I actually moved rooms Twice and was told I was unable to move rooms again, and was at first put into a disabled room which i found odd. 
The towels were scruffy and had evidence of someone else’s makeup and a brown colour of which I found out later was down to the special washing stuff the hotel uses on towels which turns blood to brown yeeuch. 
The bar was shut due to covoid so aquiring any tea coffee as a late arrival was out of the question, or even a bottle of water. I was 
 told Very promptly as a single person visiting and this is after 1130 at night, to go to the late night shop.  The provided kettle looked past its best with the obligatory coffee capsules also available but no cup to use apart from paper cups. Great for Covoid.
The lift doors partially opening between floors as it moved was a joy to behold so was some ominous looking guests. One of whom claimed they drove 500 miles from Kent to be in the hotel, and once spent 400 pounds on a suite at the park plaza in London per night, and that he Nearly planned to drive back this very evening 500 miles. 
The state of the hotel was blamed by the receptionist on Covid. I’m not so sure the virus should be blamed after staying there before many years previously. I was also told they are going to return when covoid goes away. Fingers crossed.",3.0,Erm late night could of done a hell of a lot better,1,0,bathroom|dirty|drink|restaurant|bed|covid|
United Kingdom,Superior Double Room,1  ,August 2020,Couple, TV didn't work I told member of staff and said would send someone and never.. in room next day was couple fighting and banging for most of the night,4.0,Disappointing,1,0,tv|staff|
United Kingdom,Superior Twin Room,1  ,August 2020,Family, No car park,10.0,Exceptional,1,0,parking|
United Kingdom,Executive Double Room,1  ,August 2020,Couple," We booked breakfast and it said full english buffet breakfast yet when we arrived it was a bacon bap and the restaraunt and bar was closed, very disappointing",4.0,Disappointing,1,0,food|drink|restaurant|
United Kingdom,Superior Double Room,4  ,August 2020,Couple, They had a good breakfast on Saturday and Sunday but other two days grab and go.The cleanliness of the room left a lot to be desired found empty beer bottles next to bed when we made it ourselves should have been noticed by cleaner seems like they are only catering for overnight stays,6.0,Blame Covid 19,1,0,food|dirty|drink|bed|
United Kingdom,Superior Double Room,1  ,August 2020,Couple," The bed wasn't really comfortable as I woke up with a backache.. There  wasn't coffee available in my room. Even though my room was clean, it didn't smell nice.",5.0,My stay wasnt memorable as i expected more from a hotel that recently won the hospitality award.,1,0,bed|comfort|drink|dirty|
United Kingdom,Superior Double Room,1  ,August 2020,Couple, Price for the quality and cleanliness,3.0,Room was dirty was sock over smoke detector on arrival make up all over the mirror through these times it wasn’t pleasan,1,0,price|dirty|
United Kingdom,Superior Twin Room,1  ,August 2020,Group, Quality of the room was poor for the price paid. Stayed in much nicer rooms at this property and paid less,3.0,Poor value for money,1,0,price|
United Kingdom,Superior Double Room,1  ,August 2020,Couple, More teabags,10.0,Very nice clean and well organised hoet and will be back,1,0,
