Guest_country,Room_info,Nights_stayed,Date of stay,Travel_type,Review,Grade,Title,Positive,staff,location,food/drink,dirty,bed,comfort,price,bathroom,parking,restaurant,noisiness,tv,internet,fitness,covid,temperature
United Kingdom,Single Room,1,September 2019,Solo traveler, The bed was really very uncomfortable. The mattress was really hard. I may as well have slept on the floor. Not happy at all. I have a bad back. I also didn’t like the wooden steps down to the bed area. It’s a hazard even with the sensor lights and not comfortable to step on barefoot when I need the bathroom in the middle of the night.,6.7,Great location. Beds need attention.,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,2,September 2019,Couple, Reception staff where extremely helpful. Demanding to see the card that I had prepaid the whole booking with. When I explained that the room was paid for and showed her the booking. She starting speaking about fraud prevention. Totally clueless receptionist. Would not visit again..,5.8,Terrible reception at hotel.,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,September 2019,Couple," Would have expected cornflakes or similar. Also we asked for a top up on tea and coffee but this never arrived. When we arrived we asked at reception for the nearest tube station as we had walked from Tottenham court rd station. We were told by reception that it was the nearest,  when we were leaving we found Warren st station which would have saved a lot of time and extra walking",6.7,Pleasant,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,September 2019,Solo traveler, Very expensive for what you get,5.0,Fair,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
United Kingdom,Single Room,1,September 2019,Group, Very noisy outside and staff refused to compensate,5.0,Very poor customer relations,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
United Kingdom,Single Room,1,August 2019,Solo traveler," Everything, rooms are small, untidy and staff not at all helpful in changing the room. They wanted me to pay extra for a different room.",3.3,Poor,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
United Kingdom,Single Room,1,August 2019,Solo traveler, I asked for a room to the front or side. The lady on reception said that would be no problem but I was allocated a truly dreadful room which overlooked the back yard. The room was tiny and rather depressing. I have stayed many times in the past and on the last few occasions given a complimentary upgrade but not this time. Very disappointing indeeed.,5.4,Poor value slow check in and poor room,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
United Kingdom,Superior Single Room,1,August 2019,Solo traveler," 1. Considering I had an upgraded room it was quite small, okay for one night but not very good for any longer. 
2. Did not care for the attitude of reception upon leaving. I could not get a hard copy receipt! Most insistent that I give my e mail address to forward a receipt. Told me all printers were inoperative (I find that hard to believe in a busy hotel). For those claiming business expenses a hard copy is easiest, mailed copies will need to go through a company server and often end up in a ""Spam mailbox"" creating much hassle for an expense claim. I wont return to this hotel.",5.0,I wont return,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,August 2019,Couple," A cockroache in the room is a 'no no', makes you crawl. The air con was useless and why not add a few extra milks and tea, stop being so stingy. At breakfast it would be nice when shown to your table if you would like tea or coffee, rather than trying to find a waiter to get their attention, other to that breakfast was good.",5.8,After my experience at this hotel I would not return,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,Premium Room,1,August 2019,Solo traveler," I've had the worse nights sleep ever and payed for 3 nights. ..
All's I could hear was crashes and bangs all night ... People walking past my room door ... No sleep what so ever ... No sound proof at all .... 
I actually feel worn out not refreshed from my stay ....",6.2,Would not stay again,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,August 2019,Couple," The hotel is so close to Euston Station and tube stations so really handy. Put in the special requests that it was our Anniversary and they upgraded us to a suite with Fizz and chocolate covered strawberries.....amazing. Bed and pillows so comfortable, everything was perfect and lovely and quiet. Would definitely stay again and highly recommend....Trace x",10.0,Fab find on the Tottenham Court Road,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,August 2019,Group," Where do I begin??? 
Luggage lost. Three hours wait in reception while staff tried to locate. Central
Reservations telling us luggage was on its way!  Wrong rooms allocated. Give keys to occupied room. Feathers in room despite assurance there were not! Alternative room given because of feathers and that had feathers too. Incompetent staff who had no sense of urgency. Feather situation induced asthma. Room had to be stripped of quilts, pillows and I slept on bottom sheet and pillow made of towels. Total shambles!",5.0,Fair,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
United Kingdom,Superior Single Room,1,August 2019,Solo traveler, Room tiny....and very tired. Noisy too.,4.2,Disappointing,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
United States of America,Standard Double or Twin Room,3,August 2019,Solo traveler," The room was at the top of the stairs - so noisy!
The breakfast was 20 pounds and really not nice, first day it was cold, second day it was just really badly cooked and despite all the staff struggled to get a coffee - way overpriced.",5.8,Wasn't the worst room/hotel I've stayed in...won't book again,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
United States of America,Standard Double or Twin Room,3,August 2019,Couple, This is a very old hotel - the bed wasn't really a King size. There were NO electrical outlets near the bed for charging devices. There were NO table lamps by the bed - only glaring bright lights on the ceiling.  The bed was hard and not comfortable. It took forever to check in as well.,4.2,Dumpy - not as adverstised,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,August 2019,Group," Staff were rude and lacked any customer service skills.
I booked a twin room but was given a double - when I asked for a change of room I was told there was none left in a very abrupt manner.  The bar area is very poor and did not stock a variety of products - again staff were lacking any customer service skills.  All in all a very unpleasant stay.",5.0,Shambles - better places to stay in London,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
United Kingdom,Premium Room,1,August 2019,Couple, Restaurant tables are very small.,10.0,Exceptional,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,3,August 2019,Family, Nothing really. If we were to be picky the sofa bed was a bit worn ( used as a seat not a sofa(,10.0,Lovely comfortable hotel with great location,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
France,Standard Double or Twin Room,5,July 2019,Solo traveler," Superficial politeness, real unfriendliness as the (sometimes absurd) rules are more important than the service",2.5,Very Poor,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Premium Triple Room,1,July 2019,Family," The room was 'tired' and small bathroom with shower over bath.    For the one night, it was adequate, larger than most London hotel rooms as we had a triple room,  but for us,  longer than the one night wouldn't suit.",6.2,Ok for a night,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
United Kingdom,Premium Room,2,July 2019,Couple," The lift
The shower 
Room stunk when we arrived",6.7,Pleasant,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ireland,Standard Double or Twin Room,4,July 2019,Group, Room was very small and very warm. Aircon didn't work well. Staff added an electric fan which did help a little.,5.8,Foreign staff with limited English at reception - frustrating & limiting for advice/requests,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Superior Single Room,1,July 2019,Group," The noise during the night from outside the room was terrible, it sounded like some sort of fan was broken",5.8,Okay,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,3,July 2019,Family, Our room was in the back so it was very quiet. Street facing rooms might be noisy but windows seemed decent. Our room had steps down to the main part so that might not be ideal for anyone with mobility issues as they would have to climb the stairs to go to toilet. Wasn’t a problem for us and I’m sure other rooms are different.,10.0,Exceptional,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,3,July 2019,Couple," I had asked for a quiet room.  We were given the room furthest from the elevator and it was not until evening that we found that we were opposite a very busy pub that was the noisiest ever.  The staff on the evening shift at the lobster and steak restaurant did not understand their menu, their attention to us was remote and every time we had to ask for more water, to take the plates away and also to give us our bill.  It was my birthday meal, the staff were well aware of this and it did not meet the usual high standard of Radisson Blu to which we are accustomed.  Our last Blu was Prague on my wifes birthday and the staff their made her birthday one to remember.",5.4,Disappointed in our room and our evening meal..........not cheap but I feel sub standard for a Blu,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0
United Kingdom,Single Room,1,June 2019,Group, The breakfast choices were good and  varied and the decor was just to my taste.,10.0,Brilliant location.  High class finish,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,2,July 2019,Solo traveler," RUBBISH noise cancellation. I was woken up at 4am by idiots in the next room, because of the door between my room and their which enabled every sneeze etc to be heard. Meanwhile, buttons to call the elevators etc were malfunctional on my floor. Disgracefully not fit for purpose at a hotel, especially for a so called 4-star one. AVOID AVOID AVOID.",4.2,"Impossible to sleep due to noise and worthless soundproofing, AVOID.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Israel,Business King Room,4,July 2019,Family, I booked a Business king double at a very expensive price. At check in I was told by the reception that I was “ upgraded “ to a premium room. Found out in fact that I was downgraded!!! They actually lied !! And I stayed at a very basic room on which I paid a high price. Never again,4.2,Disappointing,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
France,Standard Double or Twin Room,2,July 2019,Family, The room. Like a shoebox and extremely noisy,5.8,Okay,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
United Kingdom,Premium Room,1,July 2019,Solo traveler, In a front-facing room it gets a bit noisy at night,10.0,Great place to stay,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
United Kingdom,Single Room,3,July 2019,Solo traveler, Room facing front was noisy at night,10.0,Convenient place for exploring London,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,July 2019,Couple," Staff started cleaning rooms at 8am Sunday morning, banging doors etc for 3 hours constantly, knocked and opened door even though do not disturb light was on",6.7,Pleasant,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,July 2019,Group, Great location and we got an upgrade Thankyou :),10.0,Exceptional,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United States of America,Single Room,5,July 2019,Solo traveler, AC didn’t work very well.  The shut of water to room one night for routine maintenance without warning to guest.  Room VERY small.,6.2,Pleasant,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
United Kingdom,Premium Room,2,June 2019,Group," The air conditioning started leaking in the middle of the night! However we received a good response and we were offered to move to another room to sleep in overnight or remain in the room and towels brought up to put down. We chose to stay given it was about 2:30am. We were woken at 8am by the maintenance man and after realising it was a leaking pipe he was proceeding to fix it without consulting with us! We had to ask how long he was going to be and when told it would be quite a while we had to request him to come back later as we couldn’t get dressed, washed or use the bathroom (opaque glass door?!) We were offered a breakfast for the inconvenience (I don’t eat breakfast) and our bar bill paid (only a small bill) as we were told we couldn't have any refund on the room as it was not booked directly with Radisson but we were offered a discount if we stayed again (however doubt we will be visiting London again in the near future) although not happy at the inconvenience (and our suitcases getting wet) I suppose we were compensated for this as much as possible.",10.0,Overall satisfied despite the inconvenience of a burst pipe!,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1
Kenya,Business King Room,3,June 2019,Couple, Pillows and blankets..  room is very old.,5.8,Warm and friendly,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,2,June 2019,Family," When checking in the receptionist never told us what time check out was, what floor we were on etc.. she just handed our key over, took my card payment and moved on to the next guest. We booked a twin room but the receptionist said they had us down for a double, when I showed my email confirmation with the specified room it seemed like such an effort to change over. Not very helpful with any questions I had also, I think they are relying too much on the ""Virtual Host"" which didn't seem to work well for me. Also our room was on the 4th floor and it seemed like there was a generator or something making a loud humming noise at intervals throughout the night, I'm a light sleeper so this was a bit of an issue but after my initial reception on arrival I didn't want to make a fuss. I was a little disappointed that for £200 p/n (without breakfast) the service was so basic, especially in comparison to other hotels in that area.",6.7,Pleasant,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
United Kingdom,Single Room,1,June 2019,Solo traveler, more vegy options at breakfast,10.0,Exceptional,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
United States of America,Standard Double or Twin Room,4,June 2019,Group, The room was terrible. The air conditioning and the hot water was not consistent. I also found a bed bug trap,3.8,Poor,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
United Kingdom,Premium Room,2,June 2019,Couple, Some staff rude. We were overlooked and had to keep our blinds closed. Breakfast staff lacked attention. Staff grumpy at check-in.,5.4,Fair,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Standard Double or Twin Room,3,June 2019,Family, Size of the room and variety of breakfast need to be considered to change the menu,6.7,Good location for business,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,June 2019,Solo traveler," On check-out, Micael, a member of the reception staff, said that the company that had paid for my stay ""did not pay enough"". Strange, as on check-in it was confirmed that ""room and breakfast are settled"". Not happy about Micael's remarks. He should have followed that up with whoever booked the room, and in advance.",6.2,The stay was OK.,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
United Kingdom,Single Room,1,May 2019,Solo traveler, Room backed onto a bar therefore noisy at bed time. Informed staff who were able to find me another room. This room had a better feel then the first and was quiet.,6.2,Ok for an overnight stay.,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,2,June 2019,Couple," Breakfast cost £20 per person, so we opted to have breakfast elsewhere. However, there are plenty of options on the street nearby.",10.0,Exceptional,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,2,June 2019,Group, The air conditioning was very noisy and kept us awake.   We switched it off and opened the windows but the excessive noise of emergency vehicles (understandable being so close to University Hospital) and general traffic led to bad night sleeping.     Quieter Aircon would definitely alleviate this problem.,5.4,great location but shame about the aircon,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
Australia,Standard Double or Twin Room,4,May 2019,Group, The rooms got very hot at night even with the air conditioner on,10.0,Exceptional,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Australia,Premium Room,5,May 2019,Couple," Nothing really though the in the streets nearby there was a lot of rubbish lying around, cleaned up every day just about but next day it was there again. More garbage bins required on Tottenham court road",10.0,Exceptional,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belgium,Standard Double or Twin Room,2,May 2019,Family," The rooms are extremely small. If the all staff members want be to helpful, they are not equally competent. I tried to book a breakfast after my check-in, the guy did not succeed. So, I had it in another place.",6.2,"Take an air B&b in the area, you will get a better value for money!",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,May 2019,Couple, Small room. Constant noise from air conditioning units outside throbbing noise all night.  Room air conditioning rattled all night. Tiny bathroom- not even a shelf. Had to keep everything on the floor including towels as only one pretty useless towel peg. Do not disturb system puts bright red light on in the room all night. Blind on windows didn’t keep light put. Double glazing steamed up inside so windows look dirty.  Double bed very basic. Rather bizarre hook on the floor which is very uncomfortable when you stand on it by mistake.  The virtual host app messaged whilst we were still trying to get some sleep in the morning. I know it’s in the centre of London but Very poor value for the cost. You should at least be able to sleep when you book a room.,5.0,Extremely disappointing.,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1
United Kingdom,Standard Double or Twin Room,2,May 2019,Couple, Room was ok but a bit noisy (aircon units outside window). Not as clean as it should have been someones contact lens on bathroom floor used cotton bud on floor by wardrobe!. Windows opaque so no view of the roof/aircon units unless window open (3 inches).,6.7,"Good location, good staff but not a great hotel.",0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
Belgium,Single Room,1,May 2019,Solo traveler, Extremely small and noisy room. Air conditioning was very noisy and loud as well. To have access to the toilet you first needed to go into the shower and close the bathroom door!!!!  That’s how small this room was! The curtain did not cover the entire window so you wake up with the first ray of light. This hotel should not be carrying Radisson Blu’s name. I am told that the hotel provides the cheapest and smallest rooms to customers booking through booking.com!,5.0,Fair,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
United Kingdom,Standard Double or Twin Room,2,May 2019,Couple," Was given a free upgrade as it was our wedding anniversary. But the upgrade was in my opinion a standard room. Scruffy furniture, broken edging and plinth on units and only one bath robe",6.2,Pleasant,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
United Kingdom,Single Room,3,May 2019,Solo traveler," No water at all one morning?  No shower, no toilet flush, no tap working.  Burst on another floor had interrupted the supply and a note was pushed under my door to explain that.  Not being able to shower prior to a busy day ahead is unacceptable.",5.8,Okay,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,May 2019,Solo traveler, the cleaning lady was very noise,2.5,Very Poor,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,May 2019,Couple," Really disappointed with the service provided, i had ordered drinks on arrival as we were celebrating my husbands birthday. Those drinks arrived and a few minutes later we were sent a slice of cake and bottle of prosecco from the hotel however 10mins later the porter came and demanding the bottle of prosecco back telling my husband that wasnt for him....so rude and for such a big hotel what would've  been the cost of a bottle of prosecco? Not impressed",6.2,Pleasant,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Single Room,1,April 2019,Solo traveler, Cannot fault the hotel nor its staff. Returning customer.,10.0,Love this hotel,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,Single Room,1,May 2019,Solo traveler, Room minute in size. Stairs as you exit the lift.   how is a pensioner supposed to carry suitcases up and thru narrow passage.  No info about tv channels. One has to flick thru everyone to find.  No sports channels. Only 1 pillow. Very disapointed. Stale bread rolls at breakfast,4.6,Disappointing,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0
United Kingdom,Single Room,1,April 2019,Solo traveler, Shocking amount of noise from room above & noise from outside.,3.8,Disappointed,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ireland,Premium Room,1,April 2019,Group, Only complaint was 4 pound charge to bring 1 drink up to room should be complimentary u are paying enough for the drink,10.0,Very enjoyable,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
United Kingdom,Premium Room,1,April 2019,Couple," There was an issue with the shower - it was too hot and we couldn't adjust it. I mentioned it on checkout and was thanked for bringing it to their attention.  It was quite inconvenient as my partner, who was heading for work, couldn't have a shower.  It would have been nice to be offered some recompense for this, e.g. a credit against a future booking.
I was cold in the room when I checked in.",10.0,"Great location, friendly hotel, classic room",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
United Kingdom,Single Room,1,April 2019,Solo traveler," Accidentally booked single room so price was too high.  Single bed was tiny and on angle so kept rolling. 
Shower when set them changed from boiling to cold and back.",5.4,Just met needs. Wouldn’t return.,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
United Kingdom,Single Room,1,April 2019,Solo traveler," Air con in room was not very effective and it’s fan was rattling. Shower was either scalding hot or cold, no in between.",5.8,"Good location, tidy room, but not worth the money!!",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
United Kingdom,Standard Double or Twin Room,2,April 2019,Solo traveler," Lots of noice coming from outside,I really couldn’t sleep for two long night ....
I have had dinner in restaurant......actually I had a disaster in my stomach, diarrhoea after dinner ...cheese cakes with popcorn 🍿 😡😡.....",4.2,Disappointing,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
Belgium,Single Room,2,April 2019,Solo traveler, All the facilities are very old. View from my window - communicational tubes. Small thing - no row vegetables for the breakfast.,4.6,"Ok stay overnight, not more",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Premium Triple Room,1,April 2019,Group, There could have been more snacks available. Tea and coffee expensive in the restaurant.,10.0,A very enjoyable stay in a good location.,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,2,April 2019,Family, They were re surfacing the road outside the room which was a bit noisy at night but this was no fault of the hotel,10.0,Perfect. Will be back,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,2,March 2019,Couple, Showering screen difficult to get around,10.0,Great service and room gifts,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,March 2019,Solo traveler," Over hot, no control of heating, heavy duvet, odd staff and food, soulless place.",3.3,Poor and unpleasant,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,Superior Single Room,1,March 2019,Solo traveler, It was quite noisy as I was on the main road and there’s lots of ambulances going by,10.0,Exceptional,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
United Kingdom,Single Room,1,February 2019,Solo traveler, No plug socket next to bed,10.0,Exceptional,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,February 2019,Family, Nothing perfect room.location and price,10.0,Great stay,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Germany,Standard Double or Twin Room,2,March 2019,Solo traveler, Limited range of equipment in gym. Tv not working on some equipments.,5.8,Okay,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Netherlands,Standard Double or Twin Room,2,March 2019,Family," Requested a quiet room, and received a room on a low floor next to the very noisy (people yelling until late at night, sirens, large trucks).  Upon complaining, we were move directly across the hall to a quiet room.  I felt like we received a very poor room because we booked via booking.com.   Also, we ordered room service one night, and it was a mess ordering.  Had to try multiple times, and the reception even transferred me to another hotel's restaurant.  I would not recommend this hotel.",4.2,Noisy.,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
Russia,Business King Room,1,March 2019,Solo traveler, Empty mini bar in 4 star hotel :(((,5.4,Put night light in the rooms,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
United Kingdom,Premium Room,1,March 2019,Solo traveler," For a deluxe king room, the furnishings were really sparse, it was clean but there were multiple hot mug ring stains on the wooden furniture. The bathroom was very small. There was a fan in place of aircon.",6.7,"Handy location, expensive room for the facilities in the room.",0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
United Kingdom,Superior Single Room,1,March 2019,Solo traveler," no advance notice of roadworks,especially relevant for room choice, initial room not clean enough, second room had noisy bathroom plumbing,third room  offered on front near building  noise and they were unsure if builders worked on Saturday?  But moved to quiet room at the back..told it was an upgrade but couldn't see the real  difference ...",6.7,saved by the staff,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
United Kingdom,Standard Double or Twin Room,1,February 2019,Solo traveler, The room was very cramped and the layout was awkward with a step up form the bed area to the bathroom. The bathroom was cramped and overall the room was very expensive for the square footage.,6.2,Cramped space and expensive for the small room.,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
Ireland,Standard Double or Twin Room,1,March 2019,Couple, The bathroom was small and the toilet didn't flush properly.  No tea/coffee making facilities.  Leak in the ceiling.  Bar was pricey and didn't have bar snacks.,6.7,Ok but pricey.,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
United Kingdom,Single Room,1,March 2019,Solo traveler, Breakfast was poor. Sausages were good but Bain ad Hash Browns were hard. Mushrooms were very greasy. Bed was tiny. No bath in room.,6.7,Average.,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
Belgium,Superior Single Room,1,March 2019,Solo traveler, Too much noise on the hallway. Not too clean room. No still water in the room.,5.8,Okay,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,March 2019,Group, Blocked hand basin and Television not working in the room,6.2,Friendly staff and nice Hotel.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
United Kingdom,Superior Single Room,1,March 2019,Solo traveler, Room was far too small and overall the hotel felt expensive,6.2,Pleasant,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hong Kong,Single Room,4,March 2019,Solo traveler, The toilet was dirty when I first checked in. I just wondered whether the staff had cleaned the toilet.,6.7,Pleasant,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Germany,Superior Single Room,2,February 2019,Solo traveler," The hotel met many critria to be unpleasant for me as guest.
Normally, hotel interests dominated the interests of the guest.
Several 'never saw this before' situations.
A FEW aspects:
1. ROOM:
I paid more for the Radisson hotel room, assuming to get better / bigger room. This expectation met not the reality.
- The room was small and dirty, esp. bathroom and shower (see selected photos).
- Equipment was from the 90ies. Ventilation/heating system was loud.
Especially tele-dialog of the TV-set was time consuming and simply directed you to pay tv.
- Furniture: No space for using a chair at the desk. The furniture structure suggested to seat at the bed for using the desk.
Since desk and bed were located far from one to another, the desk was no place to stay longer...
2. COSTOMER SERVICE approach:
Generally, communication, structures and processes mostly focused on the interests of the hotel.
Most of the staff does the job and is not further interested in the guest. Aspects:
- Check in: unfriendly, incompetent 'machinary' first-contact communication (where was the ""welome"" which was meant?!)
- Requesting a feedback questionnaire on the quality, the reception was unable to find any or to present an alternative or relevant reaction (I did not want to waste more time in inconvenient discussion of a whole list of shortcomings, which most probably would lead to nothing...)
- Breakfast is served 7.30 (Why this late? Losing  time due to the time schedules of the hotel?). I came 7.20 and was not allowed to take seat (never experienced to be rejected this way). They really served nothing special (compare to other hotels), so that there is no argument for this very late opening of breakfast and rejecting early guests.
- The indications within the house sometimes missed to provide orientation (lift => no indication which level the restaurant is, etc.).
!!! NO reaction of Radisson at all to my feedback (via website)!!!",2.9,Dont stay there if you can get another hotel room in London (loved Radisson hotels before...),0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1
United Kingdom,Standard Double or Twin Room,1,February 2019,Couple," We got a pretty good price on this hotel, for central London at least. We have stayed in Radisson Blu hotels around the world and have always found the brand to be stylish and comfortable, and the pictures on the website indicated that this would be the same this time. It was my wife's birthday and I had cheekily asked if a complimentary room upgrade might be possible and the guest relations manager duly communicated with me and provided an upgrade. When we arrived I was told that we had been upgraded to a superior double and when we got to the room I felt that the room itself was a little disappointing. The staff were lovely, they had provided a birthday card and a delicious dessert for my wife, and I can genuinely not fault the efforts they made for me. The bed was certainly big and comfortable. The whole room though had a dated feel to it, the bathroom was a little plain, clean, but plain. The television had access to only the basic 5 television channels, which we found surprising and when my wife injured her foot during the day, and we needed to spend the night in our bedroom, it meant we did not have a great selection for viewing. The room service menu was not the best I have seen. The staff however did provide plates and cutlery for us and we had a takeaway delivered. I know anyone reading this may be thinking ""first world problems"" and what a moaning bugger, and I know that these are tiny issues. I would however say that the pictures shown of the bedrooms may not be representative of all the rooms,and if you had paid full price then I am not sure that the room we were in would have represented value for money. The staff and the food however were, in my opinion, excellent.",6.2,"Good, but not great!",0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0
Norway,Standard Double or Twin Room,2,February 2019,Solo traveler, It’s not clean as it looks.,5.4,Fair,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,January 2019,Family," We thought we had breakfast included but it was a different date and it wasn't clear.
We had a double bed when we booked a twin and the toilet was blocked",5.8,Not a great stay but room was clean,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,January 2019,Family, The room was tiny and the breakfast was poor very limited options,6.7,Pleasant,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
United States of America,Standard Double or Twin Room,3,February 2019,Solo traveler," The rooms looked very old, the first room I was in smelled like paint and I couldn't sleep, the floor creaked every time I took a step. A member of the cleaning staff knocked on my door at 9AM to clean the room, which is way too early.",6.0,Pleasant,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,February 2019,Couple, Everything was spot on,10.0,Exceptional,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
