,Guest_country,Room_info,Nights_stayed,Date of stay,Travel_type,Review,Grade,Title,Negative,Positive,Facilities,Predicted
1689,United Kingdom,Superior Double Room,1  ,March 2019,Solo traveler, Nothing,10.0,Exceptional,1,0,,1
1690,United Kingdom,Superior Double Room,1  ,February 2019,Group, can't remember,10.0,Exceptional,1,0,,1
1691,Iceland,Superior Double Room,3  ,March 2019,Couple, Nothing,10.0,Exceptional,1,0,,1
1692,United Kingdom,Superior Double Room,2  ,March 2019,Couple," This isn’t a hotel with lots of quirky features and character of the kind I like to stay in - but I knew that, and the location is everything.",9.2,Great location for ‘Hamilton’ & ‘Wicked’,1,0,location|,0
1693,United Kingdom,Superior Queen Room,2  ,March 2019,Couple, Air con v noisy,7.5,Good,1,0,temperature|noisiness|,1
1694,United Kingdom,Superior Double Room,3  ,March 2019,Couple, Breakfast was poor quality,10.0,Exceptional,1,0,food|,1
1695,United Kingdom,Superior Twin Room,1  ,March 2019,Family, Only thing I can comment is maybe more coffee and tea in the room and maybe some complimentary biscuits or something but that’s about it.,9.6,Exceptional,1,0,drink|price|,0
1696,Romania,Executive Studio (3 Adults),4  ,February 2019,Couple, na,9.6,Exceptional,1,0,,1
1697,Nigeria,Superior Double Room,2  ,February 2019,Solo traveler, Carpets needed more cleaning,7.9,Good,1,0,dirty|,1
1698,United Kingdom,Superior Double Room,2  ,March 2019,Couple, A little pricey.,9.6,Theatre stay.,1,0,price|,1
1699,United Kingdom,Superior Twin Room,9  ,March 2019,Group, The effectiveness of the reception is quite low. It took me more than half an hour to get check in as I was told I only paid for one night but actually I paid fully.,8.3,Very Good,1,0,staff|price|,0
1700,United Kingdom,Superior Double Room,2  ,February 2019,Solo traveler," The number of squatters and rough sleepers camping right outside the hotel. 
The hotel has no soul at all.",7.5,"Location and comfort great, but...",1,0,location|,1
1701,Jersey,Superior Queen Room,1  ,February 2019,Solo traveler, Air con was not working effectively,10.0,Exceptional,1,0,temperature|,0
1702,United Kingdom,Superior Double Room,2  ,February 2019,Couple, Nothing,10.0,Brilliant,1,0,,1
1703,Latvia,Superior Queen Room,1  ,February 2019,Couple, nothing,7.9,very pleasure stay in London,1,0,,1
1704,United States of America,Superior Double Room,1  ,February 2019,Solo traveler, Bar menu could be more varied,9.2,Hassle and complaint free hotel.,1,0,drink|restaurant|food|,0
1705,Israel,Superior Double Room,3  ,February 2019,Couple," Coffee is not really tasty. And the coffee from the machine is even worse. Otherwise, breakfast was fantastic.",10.0,"An enjoyable stay. Super comfortable, great breakfast, excellent location.",1,0,drink|food|,0
1706,Brazil,Superior Double Room,8  ,February 2019,Couple," We could not manage to put our wings in the refrigerator, for They did not really have a freezer they have a kind of store that you have to put your card and when you take one thing out you are instantly charged.",7.5,Good,1,0,,1
1707,Finland,Executive Studio,3  ,February 2019,Family, Calls to reception were only answered about half of the time.,8.5,Very Good,1,0,staff|,1
1708,United Kingdom,Executive Studio (3 Adults),1  ,February 2019,Family, Breakfast,9.2,Wonderful,1,0,food|,1
1709,Ireland,Superior Double Room,1  ,February 2019,Solo traveler, No down falls ...,10.0,Exceptional,1,0,,1
1710,United Kingdom,Executive Studio (3 Adults),2  ,January 2019,Couple, But expensive but then London is always expensive 😘,8.3,Great weekend,1,0,price|,0
1711,Ireland,Superior Double Room,1  ,February 2019,Family," no instructions in room on how to  use the coffee machine do I could not make a coffee
 the food is way over priced-  totally outrageous",8.8,Excellent,1,0,drink|food|price|,1
1712,Netherlands,Superior Twin Room,1  ,February 2019,Solo traveler, Some of the rooms seem slightly old and on the small side.,8.3,Very Good,1,0,,1
1713,United Kingdom,Superior Double Room,1  ,January 2019,Group, Quite expensive,9.2,Great room for central London would recommend,1,0,price|,1
1714,United Kingdom,Superior Double Room,1  ,February 2019,Family, Nothing,9.2,Wonderful,1,0,,1
1715,Nigeria,Superior Queen Room,1  ,February 2019,Solo traveler, Room needed cleaner carpets,7.9,Good,1,0,dirty|,1
1716,United Kingdom,Superior Queen Room,1  ,February 2019,Couple, Nothing,9.6,Exceptional,1,0,,1
1717,United Kingdom,Superior Double Room,2  ,February 2019,Solo traveler, Nothing,10.0,Exceptional,1,0,,1
1718,United Kingdom,Superior Double Room,1  ,February 2019,Solo traveler," No satellite signal on TV
So did not work",10.0,A Victorian Delight,1,0,wifi|tv|,1
1719,United Kingdom,Superior Twin Room,1  ,February 2019,Group, Nothing,10.0,Excellent hotel and great value from Booking.com,1,0,,1
1720,United Kingdom,Superior Double Room,3  ,February 2019,Couple, Never had a reply to my message before checking in. Shoe shine machine in corridor would have been helpful. House keeping should leave more tea / coffee materials.,8.8,Excellent,1,0,staff|drink|,0
1721,United Kingdom,Superior Twin Room,1  ,February 2019,Family, Nothing,10.0,"Very enjoyable, exceeded expectations",1,0,,1
1722,Ireland,Superior Double Room,1  ,February 2019,Couple," Staff appeared distracted and talking to each other
Ask at reception where we could get a nice steak close by and we were given no recommendations, after eating else where we went back to the hotel to find they have steak on there menu which’s suggests to me that 1 they either don’t rate there own food or 2 they are oblivious to what food they serve
Hotel was under construction which meant most of the lobby was closed off
The light were not working properly in the bar area - constantly flashing and changing colors- we heard the waitress regularly apologizing saying the person who looked after it was off till Monday 
The price of food and drink in this hotel is borderline offensive- just because you are an expensive hotel trying to attract a certain type of clientele doesn’t mean you can rob your customers.",7.9,Disappointing for the money spent,1,0,staff|food|drink|restaurant|location|noisiness|price|,1
1723,United Kingdom,Superior Double Room,2  ,February 2019,Couple, Nothing,10.0,Exceptional,1,0,,1
1724,Ireland,Executive Studio,2  ,January 2019,Family, I could not fault this hotel it was great if i had to it would b just that room service was pricey but as to be expected,7.5,Relaxing enjoyable and over all great,1,0,staff|price|,1
1725,United Kingdom,Executive Studio,1  ,February 2019,Family, Nothing,9.6,Excellent,1,0,,1
1726,United Kingdom,Superior Double Room,1  ,January 2019,Couple," Standard of service in bar was poor.
Would have liked some choice in the pre-theatre menu in the Tozi restaurant.",9.2,Good hotel for proximity to Victoria's theatres,1,0,staff|drink|restaurant|food|,0
1727,United Arab Emirates,Superior Queen Room,1  ,January 2019,Solo traveler," Breakfast was fine, but it wouldn't take much to improve the quality slightly (of the bread, orange juice and bacon, for instance). But no complaints",9.6,Exceptional,1,0,food|,1
1728,United Kingdom,Superior Double Room,1  ,January 2019,Solo traveler, I thought breakfast was included - it wasn't.,9.6,"central location, nice comfortable room",1,0,food|,0
1729,Taiwan,Superior Queen Room,4  ,January 2019,Couple," A wood locked door to next room, which can't keep human voice from other room.",9.6,A high C/P Hotel,1,0,noisiness|,0
1730,United Kingdom,Superior Double Room,2  ,January 2019,Couple," We couldn’t turn down the air conditioning in the room, it was set too high for us and we had to sleep with the window open for the duration of our stay.",8.8,"It was a lovely relaxing weekend, the hotel was in a great position for sightseeing and shopping.",1,0,temperature|bed|,1
1731,Ireland,Superior Twin Room,2  ,January 2019,Group, Would have liked a little more equipment in the gym and there seemed to be no clock in the gym!,9.2,Very enjoyable,1,0,fitness|,1
1732,United Kingdom,Superior Double Room,1  ,January 2019,Family, Nothing.,9.6,Exceptional,1,0,,1
1733,United Kingdom,Superior Double Room,1  ,January 2019,Couple, The air on didn’t work so it got very warm and uncomfortable during the night,10.0,Exceptional,1,0,temperature|,1
1734,United Kingdom,Superior Queen Room,1  ,January 2019,Couple," There was extensive work being carried out in the vestibule/bar area which was very noisy!! There was no mention of this work on the website.
Breakfast was cold!! The pot of tea was cold, the hash browns inedible & the beans were lukewarm at best.",9.6,Exceptional,1,0,drink|restaurant|location|noisiness|food|,0
1735,United Kingdom,Superior Double Room,1  ,January 2019,Couple, Nothing,10.0,Exceptional,1,0,,1
1736,Ireland,Superior Twin Room,1  ,January 2019,Family, Too warm not controlled by ac,9.6,Good,1,0,,1
1737,Bahrain,Superior Twin Room,3  ,December 2018,Family, They were late providing my room and no even 30 minutes extra on late checkout,7.5,The hotel standard is good,1,0,,1
1738,United Kingdom,Superior Twin Room,1  ,January 2019,Couple, More vegan options at breakfast would be a bonus.,9.6,Lovely place to stay for a special weekend.,1,0,food|,1
1739,Germany,Superior Double Room,2  ,January 2019,Solo traveler," Wifi in coffee and lobby area not sufficient enough
reconstruction work in lower floors",8.8,Excellent,1,0,wifi|drink|location|,0
1740,Canada,Superior Double Room,2  ,December 2018,Couple, Can't think of a thing.,9.6,Our stay was terrific.,1,0,,0
1741,Italy,Superior Double Room,2  ,January 2019,Solo traveler, the decor of the rooms and bathrooms could be modernized in line with the look of the new reception and bar,10.0,great value for money,1,0,comfort|bathroom|staff|drink|restaurant|,1
1742,Jersey,Superior Double Room,1  ,January 2019,Group, Lower price!!,10.0,Exceptional,1,0,price|,1
1743,United Kingdom,Superior Double Room,1  ,December 2018,Couple, Expensive and very very busy public areas within the hotel,9.2,A good hotel,1,0,price|location|,1
1744,United Kingdom,Superior Twin Room,2  ,January 2019,Family, Couldn't fault anything!,10.0,"Overall a brilliant, memorable stay!",1,0,,1
1745,United Kingdom,Superior Double Room,3  ,December 2018,Couple, Nothing,10.0,Excellent and welcomimg stay.,1,0,,1
1746,Kazakhstan,Superior Double Room,4  ,January 2019,Group, low speed wifi,10.0,Perfect!,1,0,wifi|,1
1747,United Kingdom,Superior Queen Room,1  ,January 2019,Couple, Nothing,9.6,Wonderful,1,0,,1
1748,United Kingdom,Superior Double Room,1  ,January 2019,Couple, Had lots of problem getting tv to work - though someone did come out to fix it within minutes of reporting it though couldnt get the sky box working.,9.6,great :-),1,0,tv|,1
1749,United Kingdom,Executive Double Room,1  ,January 2019,Couple, The only low point was the breakfast we ordered in the room.  The bacon and hash browns were so dry they could be used to sole shoes.,9.2,"Lovely hotel, excellent facilities has a wow factor on entering",1,0,food|,1
1750,United Kingdom,Superior Double Room,1  ,January 2019,Group, There wasn’t anything I didn’t like.,10.0,Comfortable quiet - good location.,1,0,,1
1751,Qatar,Superior Double Room,1  ,January 2019,Solo traveler," The bathrooms were not that clean. Old and dated, which meant there were stains that could not be removed from tiles and bath itself. The bathroom floor tiles looked as though they were not cleaned properly.
The general interior of the hotel seems dated. Definitely needs modernising!",7.5,"Decent location, with very helpful staff, and good comfy beds.",1,0,bathroom|dirty|,0
1752,Australia,Superior Queen Room,5  ,January 2019,Family," The shower door leaked water underneath it, which resulted in a very wet floor. The breakfasts were average for a four star hotel.",9.2,Wonderful,1,0,bathroom|dirty|food|,0
1753,Italy,Superior Double Room,1  ,January 2019,Solo traveler, Nothing,8.8,Excellent,1,0,,1
1754,United Kingdom,Executive Twin Room,1  ,January 2019,Family, Nothing,10.0,Exceptional,1,0,,1
1755,United Kingdom,Executive Studio,1  ,January 2019,Family," No pool, no car parking onsite so had to leave car on the side of the road.",7.5,Good,1,0,fitness|parking|,1
1756,Switzerland,Superior Double Room,1  ,January 2019,Group, Rooms are a bit worn but it was a minor point. You have to decide on breakfast the night before or pay an extra £6 - we would have preferred to be spontaneous,8.8,Good value for money- I would stay here again,1,0,food|price|,1
1757,Jersey,Superior Double Room,2  ,January 2019,Couple, Nothing,10.0,Very comfortable and great value.,1,0,,1
1758,United Kingdom,Superior Double Room,1  ,January 2019,Solo traveler, Shower operation a mystery.,7.5,Very well located and efficient for Victoria business district.,1,0,bathroom|,1
1759,United States of America,Superior Double Room,1  ,January 2019,Solo traveler, There was nothing that created a negative impact for me however guests should know that there is a little construction taking place in the lobby area which to some extent hampers working in the otherwise  calm lobby and bar area.,9.2,Really wonderful stay at a very nice hotel,1,0,location|noisiness|drink|restaurant|,0
1760,Israel,Superior Twin Room,4  ,January 2019,Group," Reception staff is very slow.
Bathroom can be much more clean",9.2,Really nice hotel,1,0,staff|bathroom|dirty|,0
1761,United Kingdom,Superior Queen Room,1  ,January 2019,Couple, Noisy,7.9,Good,1,0,noisiness|,1
1762,Israel,Superior Double Room,4  ,January 2019,Group, The front desk. The staff  wasn't efficient,8.3,Very Good,1,0,staff|,1
1763,United Kingdom,Superior Double Room,1  ,January 2019,Solo traveler, Nothing,9.6,"As always, excellent !",1,0,,1
1764,United Kingdom,Superior Twin Room,3  ,January 2019,Group, The remote control system - never worked most of the time,7.9,Good central location,1,0,location|,1
1765,United Kingdom,Superior Twin Room,1  ,January 2019,Family, Nothing!!,10.0,"Amazing location for Wicked, outstanding staff",1,0,,1
1766,United Kingdom,Superior Queen Room,1  ,January 2019,Couple, Quite warm and a little on the dark side...,9.6,Exceptional,1,0,,1
1767,United States of America,Executive Studio,3  ,December 2018,Couple, Room was not ready at 2pm chechin time,8.8,Excellent,1,0,,1
1768,United Kingdom,Superior Double Room,1  ,January 2019,Couple, Tozi Restaurant for dinner,9.2,Very good for local theatre,1,0,restaurant|food|,0
1769,United Kingdom,Superior Double Room,1  ,January 2019,Couple, Nothing,9.6,Absolutely 1st class,1,0,,1
1770,Ireland,Superior Double Room,4  ,January 2019,Couple, That we didn't stay longer....,10.0,10 out of 10,1,0,,0
1771,Ireland,Superior Twin Room,3  ,January 2019,Solo traveler, Toilet 🚾 stained. Needs harpic to remove stain,9.6,Exceptional,1,0,bathroom|,1
1772,United Kingdom,Superior Twin Room,1  ,January 2019,Group, The breakfast was poor. The fried breakfast was rubbery and had been left out too long. Not much choice considering they charged over £10 to add breakfast onto the room.,9.2,Wonderful,1,0,food|,1
1773,United Kingdom,Superior Double Room,1  ,January 2019,Couple, Rattle air con or extractor,8.8,Really close to excellent,1,0,temperature|,1
1774,South Africa,Superior Double Room,2  ,December 2018,Couple," The reception area is very dark, def more lighting needed
I've stayed at this establishment on four different occasions and each time the check-in is serious and unfriendly
The check in staff NEVER smile",7.5,Central Location for transport,1,0,staff|location|,1
1775,United Kingdom,Superior Queen Room,1  ,January 2019,Family, Nothing,10.0,Exceptional,1,0,,1
1776,Russia,Superior Double Room,4  ,December 2018,Couple, Smell,8.8,Excellent,1,0,,1
1777,Luxembourg,Superior Queen Room,2  ,January 2019,Couple," Since there was a connecting door, we could hear the people in the neighbouring room. Fortunatly they werent doing much noise but we could still hear them talk",10.0,Exceptional,1,0,noisiness|,0
1778,United Kingdom,Executive Studio,2  ,January 2019,Group, Choice in bar menu,7.5,Comfortable,1,0,drink|restaurant|food|,0
1779,United States of America,Superior Double Room,1  ,December 2018,Couple, Nothing! Keep it up!,10.0,Excellent hotel,1,0,,1
1780,United Kingdom,Superior Double Room,1  ,January 2019,Solo traveler, No negatives to report!,10.0,I am travelling on a cruise and needed a location close to Victoria. This hotel was ideal.,1,0,,1
1781,United Kingdom,Superior Double Room,1  ,January 2019,Solo traveler, Ground floor under refurbishment but appreciate that a programme of works has to be completed at some time.,10.0,Excellent. Will book again.,1,0,location|,1
1782,United States of America,Superior Double Room,1  ,December 2018,Solo traveler," Gym was pretty small. The temperature in the room was sooooo hot, and thermostat didn't work - had to sleep naked with no covers and was still hot.",9.2,Wonderful,1,0,fitness|temperature|bed|,1
1783,United Kingdom,Superior Double Room,1  ,December 2018,Group," Room looked a little dingy due to the mood lighting which is great when you are trying to sleep but not so good for packing your case, trying to read or anything that requires you to see quite well. But this would not put me off staying again",10.0,"Great value, clean, comfy and great decor!",1,0,bed|,0
1784,Spain,Superior Double Room,2  ,December 2018,Couple," Could have done with a little explanation about the room lighting pad at check-in, and we pre-paid for a breakfast we couldn’t use which was rather difficult to get a refund for. Excellent concierge.",7.9,Good short stay in great location. Adjoining Tozi restaurant is excellent.,1,0,price|food|,1
1785,United Kingdom,Superior Double Room,4  ,January 2019,Couple, Breakfast was poor bacon was over cooked rock hard   I had to walk in to a room that was occupied I have never got the room first time. Have to spend over 40 min just to get a room,7.9,Good,1,0,food|,1
1786,Italy,Superior Double Room,6  ,January 2019,Couple, Nothing,8.8,Great choice,1,0,,1
1787,Germany,Superior Double Room,2  ,December 2018,Solo traveler, nothing really complain about.,9.6,just awesome!!,1,0,,1
1788,Israel,Superior Double Room,5  ,December 2018,Family, the bathroom could be cleaner,8.8,very good,1,0,bathroom|dirty|,1
1789,United States of America,Superior Double Room,4  ,December 2018,Couple," Daily maid service did not routinely replenish the room with face clothes as requested. Maybe it's a nit, but they were stocked after being requested only twice in our four night stay. They did restock the water as requested.",9.6,Exceptional,1,0,staff|dirty|bathroom|,1
1790,United Kingdom,Superior Double Room,1  ,December 2018,Group," Being in Central London. Having so few Parking spaces available is inconvenient if your driving. This should be explained on your Website, as some of the online Booking companies offer free parking.",8.8,Your Staff made our visit good and they were very welcoming. The food above average and reasonable.,1,0,location|parking|,0
1791,United Kingdom,Executive Double Room,1  ,December 2018,Solo traveler, The grapefruit juice with breakfast tasted incipid!,10.0,Exceptional,1,0,food|,1
1792,United Kingdom,Superior Double Room,4  ,December 2018,Couple,  Nothing really,9.2,Wonderful,1,0,,1
1793,Spain,Superior Double Room,3  ,December 2018,Family, everything was wonderful!!,10.0,"lovely hotel, with really friendly staff, great rooms and tasty breakfast.",1,0,,1
1794,United Kingdom,Superior Double Room,2  ,December 2018,Couple, Nothing,10.0,Exceptional,1,0,,1
1795,United Kingdom,Superior Twin Room,1  ,December 2018,Family, A biscuit to go with the tea making facilities in the room,9.6,All very satisfactory,1,0,drink|,0
1796,Egypt,Superior Double Room,3  ,December 2018,Solo traveler, Room service menu limited,10.0,Pleasant,1,0,staff|food|,0
1797,Jersey,Executive Twin Room,1  ,December 2018,Family, Nothing,10.0,Exceptional,1,0,,1
1798,United Kingdom,Superior Double Room,1  ,December 2018,Solo traveler," Had an issue with room service, probably a miscommunication coupled with a busy ordering time but reception staff handled it very well.",9.6,Exceptional,1,0,staff|,1
1799,United Kingdom,Superior Double Room,2  ,December 2018,Couple, Entrance was hard to find. Our tv didn’t work when we arrived as the cable had been disconnected and there were only two pillows on the bed the spare pillows had no covers and we had to call to get covers for them.,7.9,Good,1,0,tv|wifi|bed|,1
1800,United Kingdom,Superior Twin Room,1  ,December 2018,Group, Only slight grumble - all facilities (eg lights and curtains) in room controlled by gadgetry - a little confusing at first!,10.0,A fab short stay. Definitely earmarked for similar trips in the future.,1,0,,0
1801,United Kingdom,Superior Queen Room,3  ,December 2018,Couple, Maid wasn't that good. Left dirty cups and had a poo in our bathroom. We came back as she had just done and it smelt awfuk,9.6,Fantastic,1,0,dirty|bathroom|,1
1802,United Kingdom,Superior Twin Room,1  ,December 2018,Couple, Newspaper ordered.  But non delivered,10.0,Good except for the missing newspaper,1,0,,1
1803,United Kingdom,Superior Double Room,2  ,December 2018,Solo traveler," Nothing really,on the first night I could feel the bed vibrate every time my next door neighbours closed a drawer or a door but nil else",10.0,will stay again,1,0,bed|,1
1804,United States of America,Superior Twin Room,5  ,December 2018,Solo traveler," Nothing, everything was excellent",10.0,Exceptional,1,0,,1
1805,United Kingdom,Superior Twin Room,1  ,December 2018,Group, The outside side view could show the name more brightly like the front.,9.6,Exceptional,1,0,location|tv|,0
1806,United Kingdom,Superior Queen Room,1  ,December 2018,Solo traveler, I paid  booking.com for my room and they again charged me at the property.   I have paid for the room twice!  Booked a room with a queen bed and got a room with a  double bed.,7.9,Good,1,0,price|bed|,0
1807,United Kingdom,Superior Double Room,2  ,December 2018,Couple," There was nothing not to like.  For a small payment we were updated to an executive room which was excellent value.  There was a lounge area on entering the bedroom with a desk and a television plus mini bar and coffee machine, then in to the bedroom where there was another television. Could not be better.",10.0,Would have liked to stay longer.,1,0,price|location|bathroom|tv|drink|restaurant|,1
1808,United Kingdom,Superior Queen Room,1  ,December 2018,Couple, The flush was awful. 3 flushes for a wee. Won’t even go into the other! 7 flushes!! The water pressure in the bath was dreadful. Took half an hour for a fair bath. The flush really needs to be looked at!,8.3,Good location but really need to sort out the bathroom facilities,1,0,dirty|bathroom|,1
1809,Spain,Superior Double Room,2  ,December 2018,Couple, I dislike showers tho appreciate the grab bars for climbing over the edge of tub to shower.,10.0,Exceptional,1,0,bathroom|drink|restaurant|,1
1810,United Kingdom,Superior Queen Room,1  ,December 2018,Couple, The humming of the air con but we were on top floor,9.2,Wonderful,1,0,temperature|,1
1811,United Kingdom,Superior Double Room,1  ,December 2018,Solo traveler, Lack of car parking,9.2,Wonderful,1,0,parking|,1
1812,United Kingdom,Superior Queen Room,1  ,December 2018,Couple, Noise from lift mechanism next to room,10.0,Exceptional,1,0,noisiness|,0
1813,United Kingdom,Executive Studio,1  ,December 2018,Family," The parking was limited and thus full, which made it difficult for me because my wife is pregnant and we didn’t want to park far away, I ended up with a ticket for parking on a single yellow :(",9.2,All in all a fab hotel and highly recommend booking in advance to make a good saving on cost,1,0,parking|,1
1814,Switzerland,Superior Double Room,1  ,December 2018,Solo traveler, old shower facilities but clean. Bar was rather small and under construction,8.8,"Thank you, perfect location to explore London!",1,0,bathroom|dirty|drink|restaurant|,1
1815,United Kingdom,Superior Queen Room,1  ,December 2018,Solo traveler, Noise through interconnecting door from neighbouring room,9.2,Wonderful,1,0,noisiness|,0
1816,United Arab Emirates,Superior Double Room,4  ,December 2018,Group, The room prices were bit high but I guess this is London,8.8,Excellent,1,0,price|,0
1817,Ireland,Superior Double Room,2  ,December 2018,Couple, Nothing,10.0,Made my girlfriends birthday,1,0,,1
1818,Isle of Man,Superior Twin Room,1  ,December 2018,Family, The first room allocated was unbearably hot so we had to move.,8.3,Very Good,1,0,,1
1819,South Korea,Superior Queen Room,7  ,November 2018,Solo traveler, Reception area needs re-arrangement to provide comfort to customers.,8.3,Friendly and great location.,1,0,staff|location|comfort|,1
1820,United Kingdom,Executive Double Room,1  ,November 2018,Couple, Nothing,9.2,Wonderful,1,0,,1
1821,United States of America,Superior Double Room,1  ,November 2018,Family," Repairs being done on the main floor.
A room wasn’t available when we arrived early to the hotel, so we stored luggage. Retrieving our luggage took time because it wasn’t tagged properly.",8.8,Excellent,1,0,,1
1822,Saudi Arabia,Superior Double Room,4  ,November 2018,Group, staff treatment & response,7.5,good experience,1,0,staff|,0
1823,Germany,Executive Studio (3 Adults),2  ,November 2018,Couple, Not all executives suites are exactly as shown on the picture and our had no chair so we had to ask for one,7.5,Good,1,0,tv|,1
1824,Ukraine,Superior Twin Room,3  ,November 2018,Group," Conditioning is too noisy, housekeeping came at 8 a.m. and woke us up, this was strange.",8.3,Ideal for stay in London and day-trips out of the city,1,0,noisiness|,1
1825,Japan,Superior Double Room,5  ,November 2018,Solo traveler, I could hear room next to and sometimes they were too noisy.,8.3,Satisfied.,1,0,noisiness|,1
1826,Canada,Superior Twin Room,6  ,November 2018,Group, I paid by cash and found out that the money i changed  from canada banks were new and old bills as i did that a couple of years ago THE  reception desk staff was doubtful in giving me a room when I was only 48 english pounds short  in new bill   for  a 6 night stay  PLUS THEY HAVE MY VISA CARD INFORMATION FROM  BOOKING .COM       I  changed the old bills in a close- by banks and settle this incidence but feel ignored,9.0,Wonderful,1,0,price|staff|,1
1827,Israel,Superior Double Room,4  ,November 2018,Group," Cleanness was not as expected.
The room was a bit worn and old fashion decorated... needs to be redecorated",8.8,Excellent,1,0,,1
1828,Estonia,Superior Twin Room,3  ,November 2018,Group," Renovations at the time of stay, very expensive breakfast (Pret a Manger across the road makes up for it), bad wifi in the rooms",8.3,Very Good,1,0,price|food|wifi|,0
1829,United Kingdom,Superior Double Room,1  ,November 2018,Couple, There was no instructions with the coffee machine,10.0,Exceptional,1,0,drink|,0
1830,United Kingdom,Superior Twin Room,3  ,November 2018,Family, Noise from the lifts and room temperature not easy to control,9.2,Excellent except for lift noise,1,0,noisiness|temperature|,1
1831,United Kingdom,Superior Double Room,2  ,November 2018,Group, Nothing,10.0,LOvely birthday weekend,1,0,,1
1832,Czech Republic,Superior Twin Room,3  ,November 2018,Group, noise from street,8.8,Excellent,1,0,noisiness|,0
1833,Spain,Superior Double Room,1  ,November 2018,Solo traveler, Breakfast,8.8,Good value for paid money,1,0,food|,1
1834,United Kingdom,Superior Double Room,1  ,November 2018,Couple, There was nothing we dudn’t Like.,10.0,Excellent location and first class service.,1,0,,1
1835,Ukraine,Superior Double Room,2  ,October 2018,Group," everything in the room seems to be really old
it was really dirty in the bathroom",7.9,Good,1,0,dirty|bathroom|,1
1836,United Kingdom,Superior Double Room,1  ,November 2018,Solo traveler, Building works refurbishing hotel,8.3,Very Good,1,0,,1
1837,Israel,Superior Double Room,3  ,November 2018,Solo traveler," There are no things around the hotel, although it is located in the center. You should take a train or bus to other parts in the city",8.8,Excellent,1,0,location|,1
1838,United Kingdom,Superior Double Room,2  ,November 2018,Couple, No lights by the wardrobes - dark area,9.6,Very comfortable and extremely well located for getting around London,1,0,comfort|location|,0
1839,United Kingdom,Executive Studio,1  ,November 2018,Family," I had contacted the hotel previously to amend/upgrade our accommodation but this had not been entered on to their system, incurring a long delay in checking in.  However, the reception staff dealt with this courteously and satisfactorily.",9.6,Suited our needs perfectly.,1,0,staff|,0
1840,Sweden,Superior Double Room,3  ,November 2018,Family, Nothing,10.0,Fantastic mother/teen week end,1,0,,1
1841,United Kingdom,Executive Studio (3 Adults),1  ,November 2018,Family," The ‘executive’ room was a disappointment... we were 3 ladies and expected 3 nice beds not one sofa with very thin mattress... also, room was only fitted out for 2 people, had to ask for gown & slippers and towels for 3rd person. Fridge was dirty with congealed milk on the bottom ... yuk! The only reason this could be called executive was because it had desk... for the price it was not even as good as a normal twin/double room which I have stayed in twice before.the main disappointment was the fact that the beautiful lounge bar in the ground floor was out of use... we should have been told about this as this was one of the main reasons we chose to come back to hotel.. it was my daughters 40th birthday celebration, there were 7 of us staying and we were looking forward to a relaxing time in the very spacious and beautiful surroundings... the ‘executive’ lounge was no comparison. Also, I informed you when I booked it was her 40th but no acknowledgement of this whatsoever from hotel... very disappointing.",7.9,Disappointing and not up to standard expected... not  being told about lounge  bar is unnaceptable,1,0,bed|comfort|bathroom|dirty|price|drink|restaurant|location|,1
1842,Malta,Superior Twin Room,4  ,November 2018,Group, It would have been nice if there was a pool.,8.3,Comfortable; excellent location; many restaurants close by.,1,0,fitness|,1
1843,United Kingdom,Superior Double Room,2  ,November 2018,Couple, Didn’t have a problem with anything.,7.9,Great location in a comfortable clean hotel,1,0,,1
1844,Ireland,Superior Queen Room,2  ,November 2018,Couple, Quite expensive,7.5,Great location. Will have better opinion when refurbishment is completed,1,0,price|,1
1845,United Kingdom,Superior Double Room,1  ,October 2018,Couple, I didn't have any problems at the hotel. You do have to walk a distance to get to the room but that's a small issue.,10.0,Exceptional,1,0,,1
1846,Malaysia,Superior Double Room,2  ,November 2018,Solo traveler," Had breakfast in restaurant, the Staff is not very warm and welcoming. The had stright face no smile. Especially the old Lady stand giving up the Coffee and Tea pot. Shes has no smile and no hospitality on her. She should be brief, working in hospitality business its important to have this.",10.0,Beautiful stay in beautiful Hotel,1,0,food|restaurant|staff|drink|,1
1847,Ireland,Superior Double Room,1  ,November 2018,Group, The tv in the room was a Smart TV but didn't have Netflix available. That was the only small thing I noticed.,10.0,Exceptional,1,0,tv|,1
1848,United Kingdom,Superior Double Room,3  ,November 2018,Couple," Not enough tea or milk left in room, had to request numerous times for more",9.2,Wonderful,1,0,drink|,0
1849,France,Executive Studio,2  ,November 2018,Family, We had a family suite on the first floor ans it was a bit noisy,9.2,Wonderful,1,0,noisiness|,1
1850,Ireland,Superior Double Room,2  ,November 2018,Couple, The guys need to properly seal the shower at the bottom. Every time we showed the water spilled out to the main bathroom floor. Could be a dangerous situation for an elderly couple but we were fine being honest just something to flag,7.5,would have been great to see more people and a bar in the main foyer as we would have spent money,1,0,bathroom|dirty|,0
1851,United Kingdom,Superior Double Room,1  ,October 2018,Couple, Nothing.,9.6,A very nice hotel in a great location.,1,0,,1
1852,United Kingdom,Superior Double Room,4  ,October 2018,Couple," Breakfast is definitely not worth the price - very low quality products, same stuff every day, really bad coffee, cheap version of English breakfast. TOZI restaurant is only good in the evening, when they serve food that you have to pay for.",8.3,Great location! But don't pay for breakfast.,1,0,food|price|drink|restaurant|,1
